x0,x1,x2,label
0,0,0,0
0.3,0.2,0.1,0.73
0.6,0.4,0.2,0.9099999999999999
0.8999999999999999,0.6000000000000001,0.30000000000000004,1.6399999999999997
1.2,0.8,0.4,1.8199999999999998
1.5,0,0.5,3.5
1.7999999999999998,0.2,0.6000000000000001,4.2299999999999995
2.1,0.4,0,3.85
2.4,0.6000000000000001,0.1,4.029999999999999
2.6999999999999997,0.8,0.2,4.76
0,0,0.30000000000000004,0.44000000000000006
0.3,0.2,0.4,0.62
0.6,0.4,0.5,1.3499999999999999
0.8999999999999999,0.6000000000000001,0.6000000000000001,1.5299999999999998
1.2,0.8,0,1.6999999999999997
1.5,0,0.1,3.38
1.7999999999999998,0.2,0.2,3.56
2.1,0.4,0.30000000000000004,4.29
2.4,0.6000000000000001,0.4,4.47
2.6999999999999997,0.8,0.5,4.6499999999999995
0,0,0.6000000000000001,0.8800000000000001
0.3,0.2,0,0.49999999999999994
0.6,0.4,0.1,0.6799999999999999
0.8999999999999999,0.6000000000000001,0.2,1.4099999999999997
1.2,0.8,0.30000000000000004,1.5899999999999999
1.5,0,0.4,3.8200000000000003
1.7999999999999998,0.2,0.5,4
2.1,0.4,0.6000000000000001,4.18
2.4,0.6000000000000001,0,4.35
2.6999999999999997,0.8,0.1,4.529999999999999
0,0,0.2,0.21000000000000002
0.3,0.2,0.30000000000000004,0.9400000000000001
0.6,0.4,0.4,1.1199999999999999
0.8999999999999999,0.6000000000000001,0.5,1.2999999999999998
1.2,0.8,0.6000000000000001,2.03
1.5,0,0,3.15
1.7999999999999998,0.2,0.1,3.88
2.1,0.4,0.2,4.0600000000000005
2.4,0.6000000000000001,0.30000000000000004,4.239999999999999
2.6999999999999997,0.8,0.4,4.97
0,0,0.5,0.65
0.3,0.2,0.6000000000000001,0.8300000000000001
0.6,0.4,0,0.9999999999999999
0.8999999999999999,0.6000000000000001,0.1,1.1799999999999997
1.2,0.8,0.2,1.3599999999999999
1.5,0,0.30000000000000004,3.5900000000000003
1.7999999999999998,0.2,0.4,3.77
2.1,0.4,0.5,4.5
2.4,0.6000000000000001,0.6000000000000001,4.68
2.6999999999999997,0.8,0,4.299999999999999
0,0,0.1,0.53
0.3,0.2,0.2,0.71
0.6,0.4,0.30000000000000004,0.8899999999999999
0.8999999999999999,0.6000000000000001,0.4,1.6199999999999997
1.2,0.8,0.5,1.7999999999999996
1.5,0,0.6000000000000001,3.48
1.7999999999999998,0.2,0,3.65
2.1,0.4,0.1,3.83
2.4,0.6000000000000001,0.2,4.56
2.6999999999999997,0.8,0.30000000000000004,4.739999999999999
0,0,0.4,0.42000000000000004
0.3,0.2,0.5,1.15
0.6,0.4,0.6000000000000001,1.33
0.8999999999999999,0.6000000000000001,0,0.9499999999999997
1.2,0.8,0.1,1.6799999999999997
1.5,0,0.2,3.3600000000000003
1.7999999999999998,0.2,0.30000000000000004,3.54
2.1,0.4,0.4,4.27
2.4,0.6000000000000001,0.5,4.45
2.6999999999999997,0.8,0.6000000000000001,5.18
0,0,0,0.30000000000000004
0.3,0.2,0.1,0.48
0.6,0.4,0.2,1.21
0.8999999999999999,0.6000000000000001,0.30000000000000004,1.3899999999999997
1.2,0.8,0.4,1.5699999999999998
1.5,0,0.5,3.8
1.7999999999999998,0.2,0.6000000000000001,3.98
2.1,0.4,0,3.6
2.4,0.6000000000000001,0.1,4.329999999999999
2.6999999999999997,0.8,0.2,4.51
0,0,0.30000000000000004,0.74
0.3,0.2,0.4,0.92
0.6,0.4,0.5,1.0999999999999999
0.8999999999999999,0.6000000000000001,0.6000000000000001,1.8299999999999998
1.2,0.8,0,1.4499999999999997
1.5,0,0.1,3.13
1.7999999999999998,0.2,0.2,3.86
2.1,0.4,0.30000000000000004,4.04
2.4,0.6000000000000001,0.4,4.22
2.6999999999999997,0.8,0.5,4.949999999999999
0,0,0.6000000000000001,0.6300000000000001
0.3,0.2,0,0.7999999999999999
0.6,0.4,0.1,0.98
0.8999999999999999,0.6000000000000001,0.2,1.1599999999999997
1.2,0.8,0.30000000000000004,1.8899999999999997
1.5,0,0.4,3.5700000000000003
1.7999999999999998,0.2,0.5,3.7499999999999996
2.1,0.4,0.6000000000000001,4.48
2.4,0.6000000000000001,0,4.1
2.6999999999999997,0.8,0.1,4.279999999999999
0,0,0.2,0.51
0.3,0.2,0.30000000000000004,0.6900000000000001
0.6,0.4,0.4,1.42
0.8999999999999999,0.6000000000000001,0.5,1.5999999999999999
1.2,0.8,0.6000000000000001,1.7799999999999998
1.5,0,0,3.45
1.7999999999999998,0.2,0.1,3.63
2.1,0.4,0.2,3.81
2.4,0.6000000000000001,0.30000000000000004,4.54
2.6999999999999997,0.8,0.4,4.72
0,0,0.5,0.4
0.3,0.2,0.6000000000000001,1.1300000000000001
0.6,0.4,0,0.7499999999999999
0.8999999999999999,0.6000000000000001,0.1,1.4799999999999998
1.2,0.8,0.2,1.66
1.5,0,0.30000000000000004,3.3400000000000003
1.7999999999999998,0.2,0.4,4.07
2.1,0.4,0.5,4.25
2.4,0.6000000000000001,0.6000000000000001,4.43
2.6999999999999997,0.8,0,4.6
